Subject,Channel,Band,Correlation,P_Value
4,Fz,Theta,0.1279163167951805,0.06176545852182041
4,F3,Theta,0.15964873291700762,0.019450154378961977
4,F7,Theta,0.15700508120735154,0.021584429037584184
4,FC5,Theta,0.0703680555454631,0.30553421692253424
4,FC1,Theta,0.08596292192744502,0.21039366845562782
4,C3,Theta,0.023645995387053073,0.7308965006938201
4,T7,Theta,0.07748980801833096,0.25905106422672725
4,CP5,Theta,0.05779792587586502,0.4002010390538
4,CP1,Theta,0.06957877349194115,0.31100443853704346
4,Pz,Theta,0.1659810722059465,0.01506729389296342
4,P3,Theta,0.01655075668532706,0.8097759053560701
4,P7,Theta,0.05150285175678485,0.4535518838772511
4,O1,Theta,0.020040665844213254,0.7706827960329531
4,Oz,Theta,0.08474819930950514,0.21693447070844876
4,O2,Theta,0.12050409649270007,0.07859220616825541
4,P4,Theta,0.17411325815233694,0.010721117476889358
4,P8,Theta,0.1984613324137815,0.003553588122969939
4,CP6,Theta,0.08099307790524228,0.23806921109074233
4,CP2,Theta,0.17641589250290737,0.009711357780454153
4,Cz,Theta,0.1344368757138789,0.04952446986964214
4,C4,Theta,0.07719625293151292,0.2608652603110133
4,T8,Theta,0.02345506109273104,0.7329866684148032
4,FC6,Theta,0.09491284621088032,0.16652743582843355
4,FC2,Theta,0.05845176006856048,0.39488314630820753
4,F4,Theta,0.0575398813959708,0.4023115252498204
4,F8,Theta,0.1325602025889722,0.05282056704256104
4,Fp2,Theta,0.16340749824139814,0.016731792183781968
4,AF7,Theta,0.18000068664527888,0.00830642415220314
4,AFz,Theta,0.17259177906991455,0.011438153830300902
4,F1,Theta,0.13445372158011742,0.04949567682895468
4,F5,Theta,0.1735752857179961,0.010969982836776722
4,FT7,Theta,0.007323903053375882,0.915175032427352
4,FC3,Theta,0.03610320913670086,0.5994285848357485
4,C1,Theta,0.05408775871679986,0.4311777014974275
4,C5,Theta,0.10824345861125291,0.11437425440940477
4,TP7,Theta,0.04287961896014695,0.5327011985188146
4,P1,Theta,0.05244088569307053,0.4453582834735331
4,P5,Theta,0.02328942433336562,0.7348014971321908
4,PO7,Theta,0.0439926811883142,0.5221087598971952
4,PO3,Theta,0.014924822703862807,0.8281579360239587
4,POz,Theta,0.08650326413468112,0.20753012890146533
4,PO4,Theta,0.12823299603980448,0.06111829134698796
4,PO8,Theta,0.12336516163758311,0.07170404294939196
4,P6,Theta,0.18247640657709308,0.007444600781945139
4,P2,Theta,0.16891136875687077,0.013350021523606778
